filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,genre
../data/genres_original\blues\blues.00010.wav,30.013333333333332,0.30396983,0.09469686,0.14278811,0.009196652,1410.0234234402553,205639.17026442825,1512.3046546623143,145026.0608523797,2765.967419971723,1427723.4149127428,0.06295882576856149,0.0004415341143935523,-0.00010893132,0.02177115,8.626508e-05,0.0039730677,161.4990234375,-173.81046,8143.062,137.17355,1082.654,-23.72303,1028.9458,26.979677,495.41827,-16.67521,289.7898,4.1947303,160.07622,-12.571788,150.51718,5.851669,82.444984,-2.8769505,108.58822,-1.1783808,65.64737,-1.9682406,55.532143,1.8011796,57.920273,-3.0069504,93.64786,-1.8669492,40.125145,-0.7912434,49.736412,-3.0062358,62.993607,-0.43072954,57.057255,-1.9965144,55.609657,-0.750104,47.180058,-5.0069656,46.476055,blues
../data/genres_original\blues\blues.00011.wav,30.013333333333332,0.36588737,0.10200271,0.06570574,0.002499327,1352.7427097237671,511953.3552514408,1756.882097133257,220316.58302418704,2880.9110920279873,2932944.116679484,0.043930584759280744,0.0018957123722602104,4.6168816e-06,0.005014702,-1.1477762e-05,0.0006338636,161.4990234375,-287.9319,5931.3467,124.010765,994.99554,5.4674478,302.0755,33.66307,344.49417,1.091654,441.21622,14.703699,235.38486,-4.8811417,149.53206,8.668892,189.32147,0.7843316,148.67032,6.57608,114.22455,-4.875816,93.7772,-3.176761,84.19608,-5.538258,65.792854,-6.779148,60.83885,-2.6465132,55.49734,-2.9903204,54.537933,-3.3829944,39.835857,-1.8589838,46.825733,1.8391857,37.05892,-4.891355,28.130304,blues
../data/genres_original\blues\blues.00012.wav,30.013333333333332,0.26933804,0.0939012,0.118989594,0.004055326,1360.6856016703396,257080.63352218433,1567.2994690310572,44995.60377714697,2738.8302548578886,953044.8055650127,0.06909500676720805,0.002380562343826463,-4.300917e-06,0.012532266,-5.9361228e-05,0.0026331192,92.28515625,-207.2383,4575.776,132.82741,666.0227,-15.45408,935.23145,60.980972,330.53262,0.71902615,313.94824,12.4613285,101.10465,1.1633852,107.93309,-1.5329198,111.63531,-17.895847,96.37597,8.360363,94.81139,-2.459651,139.6595,-0.5846391,92.744286,0.3722645,86.13248,2.5984128,53.735428,-5.186428,45.905807,-9.53031,69.25321,-9.2374735,63.564034,-2.8471036,68.84711,-1.4193835,112.57434,-5.9333534,91.46057,blues
../data/genres_original\blues\blues.00013.wav,30.013333333333332,0.26491037,0.09119747,0.113129914,0.00419274,1324.5278252945684,171556.88399977336,1827.8501316965392,78336.96976953464,2711.4849187935033,1076354.55766458,0.0514017032820959,0.001255387820866968,-5.6321674e-06,0.012679606,-6.0357368e-05,0.0016058078,107.666015625,-209.80392,1968.6527,124.46476,541.9335,10.309394,662.1497,47.016357,148.4147,6.478227,101.90166,15.41512,146.17114,-2.0159419,69.43244,6.7262187,76.019615,-21.543222,96.41771,10.720835,95.860405,-5.5328465,90.6517,-2.1957276,59.198196,-3.0491858,52.31441,8.643512,71.75554,-0.3070129,68.60345,-0.63291776,88.57952,-2.933559,97.390205,-1.7062988,104.24756,-1.7673149,88.82407,-7.755139,113.8358,blues
../data/genres_original\blues\blues.00014.wav,30.013333333333332,0.32889304,0.10805751,0.066998236,0.0027116744,1171.967431930455,147268.4565215006,1705.370129989288,96499.73883417257,2344.9874700913574,877107.628571067,0.045036675850734724,0.001559970831725131,-0.000112428286,0.004727469,-0.00020128214,0.0011998452,151.99908088235293,-305.66437,8192.634,113.07102,682.14856,12.107334,1462.7546,45.052197,224.56734,17.734386,248.84837,14.590071,154.57202,4.147996,157.61455,0.22631137,166.89561,-7.021587,97.5899,13.646477,76.79964,8.91421,90.02956,1.3037986,62.693882,5.9549785,64.31771,8.547473,76.00693,1.1196221,137.01826,0.5982411,67.728806,0.060842752,96.59573,-3.7137508,65.659485,-0.99353415,89.37376,-1.8043832,113.50517,blues
../data/genres_original\blues\blues.00015.wav,30.013333333333332,0.26973152,0.09497305,0.0806058,0.0028306316,1420.4385714343975,199934.38273227043,1731.1768529678968,81312.1527401454,2930.239280470563,699900.4201592532,0.06370125495456304,0.0019409896600481654,-1.2730362e-05,0.004725014,-9.065945e-05,0.0023355319,99.38401442307692,-238.51962,4379.6255,120.10219,728.1788,-4.221948,978.79614,42.294594,383.18594,5.923822,298.72183,13.911398,117.38614,5.350524,119.63875,1.8952671,143.87921,-16.928087,89.81885,12.343145,76.23276,3.9388995,81.61115,-1.3966829,60.90996,0.01302776,60.5666,3.585257,89.513954,-4.500639,101.89453,-5.539845,77.415665,-6.8845096,93.56861,-4.824554,65.70046,1.7439977,78.28548,-1.8783103,131.15253,blues
../data/genres_original\blues\blues.00016.wav,30.013333333333332,0.30818358,0.10034819,0.081422575,0.0026397062,1455.0726339660955,152296.79006862268,1826.0433384175967,116760.5826875376,3010.010388721723,1010269.4971195218,0.06134406117072699,0.0014187982635001817,-2.5168347e-05,0.004506647,-0.00010695359,0.0024170903,103.359375,-233.77281,4958.6343,120.66434,561.7591,-3.1640923,1207.2642,39.514828,396.8244,3.8315241,284.47858,18.828156,156.3235,-3.6787386,100.447136,4.4254684,111.51866,-14.964929,101.528305,17.571478,102.22183,1.8461249,108.56194,2.5500886,66.5328,-1.2302393,65.06261,8.437056,64.94195,-0.2002477,59.23103,-3.8908293,78.076744,-4.4561353,82.96057,0.011000678,86.014114,1.2948039,83.56266,-2.0984619,100.81558,blues
../data/genres_original\blues\blues.00017.wav,30.013333333333332,0.30222705,0.0934117,0.09327623,0.0021507663,1089.0053435041514,231672.8914171367,1411.0016368511904,69763.9270021539,2135.41761075261,1081577.235108431,0.048326248912412995,0.0008451654661521953,-1.1602923e-05,0.006779913,-7.695272e-05,0.0015226189,161.4990234375,-245.68724,5196.257,140.48125,800.1619,-2.7912185,795.8256,60.404514,360.887,18.903513,235.44035,9.828394,99.82424,3.563824,118.55097,0.52286255,93.30116,-16.378489,129.11522,6.6293526,105.23015,7.2584243,96.81718,-4.021235,71.328354,1.6011248,72.963554,5.8965745,78.655426,-3.0172145,56.011353,-4.775693,58.363327,-3.0362885,65.715126,-1.9979147,64.9101,-0.049571853,62.9335,-3.9618294,64.81745,blues
../data/genres_original\blues\blues.00018.wav,30.013333333333332,0.27006894,0.09770418,0.07967066,0.0029557562,1537.4913865266897,193154.1727400831,2053.965411394372,145508.3895737989,3495.331815998405,1828303.2046714216,0.056141769987432324,0.0017222051542408522,-3.908892e-05,0.0069280434,-0.0001973146,0.0010559137,83.35433467741936,-252.48178,2874.1829,104.94516,604.05975,15.296445,661.94025,42.68784,162.72173,6.770452,92.87257,21.611765,117.26866,-1.3111784,73.47131,5.6817455,100.52637,-16.636873,125.60383,12.16935,123.66207,-1.9619532,52.164986,1.9602653,64.75909,-0.89822775,48.76035,7.7623606,71.51196,2.3758616,102.00459,1.7791142,93.04837,1.3305405,132.01836,3.6150508,182.26515,4.9065995,151.66873,-2.661051,96.47257,blues
../data/genres_original\blues\blues.00019.wav,30.013333333333332,0.2574455,0.096038796,0.09761591,0.0025772466,1195.4981309471507,249540.78288138905,1481.0226384301282,46878.311811810076,2235.6144526718385,1207900.6401911664,0.05888603900812065,0.001798326376787047,-2.6448686e-05,0.006597353,-0.00016505922,0.0025794532,123.046875,-236.67947,5576.6396,138.4056,536.2844,-4.930479,1166.9213,47.6545,311.24146,5.1578503,466.2876,8.887806,91.67842,0.48740575,98.060455,-3.788342,159.00233,-14.984866,77.34831,10.428946,104.50035,-0.3413841,134.52066,0.7833589,80.4702,1.7809838,77.91053,4.2295594,73.61766,-0.4747692,63.29976,-6.1045437,80.72324,-5.394643,95.50786,-1.3449988,92.612816,-3.725463,72.52176,-4.37371,66.93199,blues
../data/genres_original\blues\blues.00020.wav,30.013333333333332,0.30268323,0.09436196,0.07542555,0.002492628,1390.3828142454302,103083.25083197534,1911.21837782118,88690.56843978264,3006.1467358794953,945931.9719751858,0.05258634232405259,0.000616229079623275,-5.47156e-06,0.0045763054,-9.017861e-05,0.0014828884,135.99917763157896,-230.36378,2989.1604,127.07773,397.76837,7.114696,600.3924,39.767056,176.0069,1.9217218,116.42421,17.410606,100.17704,-5.626918,79.68089,8.2406645,69.49092,-18.116041,60.15173,13.844725,72.71004,-3.7571108,71.56751,2.579849,74.58947,-4.3167143,62.589,6.797995,62.125072,-6.167014,60.68846,-6.2006335,49.88816,-4.501897,52.918427,-1.8255954,73.46965,-0.51591,94.82005,1.5071843,73.84815,blues
../data/genres_original\blues\blues.00021.wav,30.013333333333332,0.32131013,0.10331619,0.1010843,0.0032309708,1046.775126610449,291445.50272249867,1481.055846648495,70296.72485814187,1831.2215641313805,1348269.1287348608,0.047907452387857694,0.0023313094290948392,-8.4464245e-06,0.00832287,-7.409579e-05,0.0022113537,99.38401442307692,-264.67126,6340.7183,138.85434,1001.429,11.167329,1283.5443,48.523926,371.25842,14.904312,248.1461,20.586437,130.0128,3.2061763,119.96546,1.2635795,104.41091,-15.839373,95.395905,15.975112,85.30514,3.358218,79.1454,-1.5066409,71.932945,1.8969209,70.0342,6.3134995,68.5041,-0.99598384,82.13329,-2.4147837,89.515236,-3.6791573,93.94478,0.4992717,119.202965,5.0440598,117.73886,-0.78631693,148.49115,blues
../data/genres_original\classical\classical.00000.wav,30.013333333333332,0.25236058,0.08414862,0.036233008,0.00022101671,1505.3574604811247,44430.732827037886,1559.2288945546338,43765.3731231256,2717.238763866734,299014.0000693897,0.0982227015661253,0.00043139377691147647,-4.712645e-05,0.0012296923,-0.00012159841,6.028911e-05,95.703125,-268.21857,1791.9358,135.68166,188.90141,-34.056377,231.39032,25.616009,169.41429,-12.971723,71.249275,17.903263,74.56209,-9.99086,114.86929,5.634088,65.84176,-14.143673,75.42844,7.4931846,177.21745,-3.9764395,106.70967,8.258307,80.11543,-1.333601,154.74231,-0.35799497,188.39491,1.0361007,171.72484,3.7968225,86.13082,-0.31847084,100.83574,1.7730546,95.49381,0.88872135,97.09972,-0.8350778,120.92082,classical
../data/genres_original\classical\classical.00001.wav,30.013333333333332,0.21497735,0.08501055,0.030609844,0.00016107279,1361.006486221469,61987.10055686518,1441.7399507883874,32687.848034836334,2389.011462713892,371106.56054759945,0.08776562802107502,0.0006296791897660804,-5.0763687e-05,0.0010470031,-9.023005e-05,8.326913e-06,117.45383522727273,-324.09125,979.1932,133.56267,334.83704,-25.030157,186.74213,24.55361,151.7938,-11.93992,130.00177,17.658503,139.34486,-5.5186734,122.71082,1.7168901,82.22954,-10.575926,76.70574,-0.86057454,82.283394,-7.80522,98.36384,3.529763,117.64857,5.0546646,192.91441,1.3707237,156.38998,3.0050094,163.41847,-3.1251519,158.62508,-4.289579,75.69735,0.59402454,134.63237,2.8770373,153.62086,0.37455836,123.75886,classical
../data/genres_original\classical\classical.00002.wav,30.013333333333332,0.2778935,0.083739944,0.043827713,0.00019175388,1490.2748102133896,39023.8969607883,1600.005082119793,31236.962256679533,2785.4189135912125,274912.48029139213,0.09004578439191802,0.00039522713039377976,-1.7993858e-05,0.0016396258,-0.00013026508,9.1229e-05,99.38401442307692,-235.30266,854.2952,141.11952,197.94649,-34.68189,151.49007,30.97919,135.62515,-16.402012,50.821636,23.11808,81.74258,-11.041572,79.2129,7.6543603,59.207138,-19.016834,50.765457,4.2267823,77.78843,-11.8357525,60.016907,8.917746,67.45937,-1.4451483,99.53162,4.2909236,81.28231,1.4704618,95.07937,3.1791406,85.04737,-1.3147044,77.01372,2.9452567,74.20227,-1.6585304,59.317345,-2.8946588,53.034893,classical
../data/genres_original\classical\classical.00003.wav,30.013333333333332,0.23422065,0.083451055,0.029426444,0.00035649646,1526.6289318249862,91366.0048045934,1499.4620500848184,60193.72208612188,2916.150270537268,499622.14887508936,0.10894638498163187,0.0011608430409859437,-3.6155045e-05,0.0011638544,-0.00011839412,1.0128753e-05,135.99917763157896,-326.89743,3197.6777,127.400604,309.7781,-30.596176,462.4968,37.471397,127.375435,-5.2961755,131.09525,20.813564,116.739174,-1.7786855,72.687584,-4.6154566,100.32004,-4.0401983,93.01206,5.2422748,73.7559,-0.64244866,125.50998,2.7945673,173.09595,7.229206,151.28099,3.9706948,113.17691,-2.3921704,154.95311,1.4881848,125.20925,0.5893414,111.4119,-0.59301853,151.70667,2.3430698,133.95055,2.6382527,210.39917,classical
../data/genres_original\classical\classical.00004.wav,30.013333333333332,0.22151817,0.08498734,0.042297725,0.00020935219,1705.7912691531124,68121.4181990922,1646.3239737711508,25907.277796990715,3175.8060605785963,332584.2873664111,0.11285716659416087,0.0008350000670740937,-5.861709e-05,0.0018389877,-0.00010076617,2.7414606e-05,107.666015625,-259.95258,561.9326,118.92713,220.29858,-35.608337,142.42743,31.969566,64.3805,-16.524866,75.9182,10.618956,58.41211,-15.653265,56.39851,7.425692,109.0059,-5.8241606,96.58822,8.26638,96.77731,-17.991137,184.43356,-1.1879282,161.21628,-6.356529,104.373184,2.754268,143.90154,-2.5846868,83.47157,4.4022484,83.1603,-4.126775,69.43819,-4.7860994,131.76009,-4.778743,115.38225,-4.6025324,217.16139,classical
../data/genres_original\classical\classical.00005.wav,30.013333333333332,0.2685064,0.08252864,0.043239165,0.0005844072,1431.080146867151,74061.06124480702,1558.0173769522353,39273.04130206334,2836.06274244127,305059.2072639608,0.07521004024071926,0.0006178057523201335,-2.6501248e-05,0.0019199359,-9.8247765e-05,0.00010774449,143.5546875,-264.33557,7371.559,138.1797,321.03143,-30.096487,147.68916,37.83662,178.13768,-7.1731243,95.44989,6.7740793,108.36918,-11.809729,73.81504,4.705631,81.6296,-9.825993,63.123528,5.859127,93.531235,-9.563163,55.42707,2.6768575,85.8654,-4.788712,72.23163,-1.4070551,80.480934,-2.0916636,86.88618,2.973293,77.67481,3.3565185,86.24633,4.8107734,78.56477,1.757385,73.03015,-1.8323591,89.71669,classical
../data/genres_original\classical\classical.00006.wav,30.013333333333332,0.26142845,0.08511142,0.033204652,0.0003487375,1372.6940993686428,70346.94919358235,1579.2369224538354,30066.938873991003,2737.930956351508,315620.1208271115,0.07290118365719257,0.0007319495308407179,-3.740901e-05,0.0013229618,-8.7131746e-05,1.929358e-05,103.359375,-295.8206,3998.7344,134.53781,307.79675,-22.434929,160.48239,40.75837,85.52024,-5.8729753,117.901825,9.266152,69.75869,-11.873936,85.50215,6.287886,85.62204,-8.864131,57.05577,4.4022937,76.65615,-9.374512,105.205894,4.060037,82.81118,1.6421571,94.27092,5.1347084,80.08627,5.4260035,100.847,2.2642205,84.92327,-1.8280869,98.38674,-2.927299,100.323944,0.14413226,87.78878,3.1980677,102.541084,classical
../data/genres_original\classical\classical.00007.wav,30.013333333333332,0.2765987,0.08750711,0.04087724,0.00077257794,1358.9954445281364,130137.80482941779,1516.3581505962554,48187.997486537,2668.2852831351506,515740.3745624665,0.07312700901488786,0.001149808365694066,-4.91122e-05,0.002092043,-0.00010196126,7.182683e-05,107.666015625,-286.7648,7855.682,135.92358,530.6477,-24.43564,524.05566,36.658123,142.76888,-6.240166,155.03932,6.963425,71.122795,-8.172439,105.76419,3.8363292,155.44951,-4.407772,87.29625,6.43176,104.58337,-4.1324863,82.374435,1.5559709,93.08061,-4.3460455,68.908745,-3.0125496,67.24287,-0.01620344,64.32783,5.6396313,159.79346,3.4251676,121.630135,2.8352242,69.338486,1.0982251,63.84589,-0.2922132,91.20515,classical
../data/genres_original\classical\classical.00008.wav,30.013333333333332,0.25473845,0.08422005,0.03403312,0.0004598889,1516.848913603582,80412.81095668122,1629.4627805933985,36075.236635237845,2974.3215609592517,308212.0642415699,0.07877792983855375,0.0006539050831439084,-3.574753e-05,0.0014187811,-7.940853e-05,3.569195e-05,135.99917763157896,-292.093,4867.0347,127.76223,252.69746,-29.910952,201.96495,37.434177,85.85785,-9.569949,112.58077,5.109292,77.41207,-13.825463,84.465256,7.040886,61.50833,-7.0332546,93.65803,6.498645,97.11915,-9.904662,119.5516,4.711042,122.62164,0.36506897,164.89038,1.4664494,148.43431,3.4063017,152.53632,6.0794387,143.22926,0.95659983,142.14796,-0.76072896,94.01976,-2.102644,121.9411,0.7553476,104.20616,classical
../data/genres_original\classical\classical.00009.wav,30.013333333333332,0.27055803,0.08229594,0.023791904,0.00019983428,1216.3713864035042,121036.90479371295,1582.8796260489835,72844.33027918689,2560.7691505945477,691703.4337447325,0.056246752344354216,0.0007709239240588261,-3.438405e-05,0.000713687,-7.012535e-05,7.149251e-06,129.19921875,-356.10693,5140.358,139.79785,594.8048,-6.2831244,222.03104,43.18759,75.50103,-8.871487,121.006836,11.056036,63.851048,-8.395702,70.53017,4.4202566,55.492558,-8.280071,84.047585,8.684677,59.022457,-8.132967,59.21221,3.4333065,62.929577,-1.4450535,80.89487,-0.41593614,75.76779,-1.7238504,81.89287,-0.29888755,79.39661,-0.66311085,80.808655,1.1574035,105.04089,-0.61886996,92.504005,-0.25522968,88.03167,classical
../data/genres_original\classical\classical.00010.wav,30.013333333333332,0.24494343,0.08505605,0.029499287,0.00040926272,1497.5036380467259,81910.23951035885,1570.6729374048484,45333.418351871784,2868.703947487674,345555.06596630136,0.08621732707366589,0.0008469351378666316,-4.6663044e-05,0.0010970187,-7.724701e-05,3.6321206e-05,103.359375,-315.01526,6209.205,128.71162,259.8459,-28.93394,514.70557,30.832693,119.81269,-8.987341,146.31332,7.994575,137.21191,-9.845814,92.152954,1.4287153,134.49521,-8.980798,119.62204,6.059362,94.499344,-3.3081124,163.55312,7.6189456,158.33434,3.8063476,144.3195,2.9302814,96.38752,1.818153,110.80532,5.1859035,113.5025,1.0748724,99.45261,0.14475296,63.069485,-4.5327697,98.48562,-2.3237264,99.6687,classical
